year,scientific_name,common_name,functional_group,commercial_group,country,sector_type,catch_status,reporting_status,gear_name,catch_sum,Gear_Cat
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,bottom trawl,1.4266726,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,shrimp trawl,614.7589,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,beam trawl,1007.8955,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,otter trawl,67.48877,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,other,18.170174,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Discards,Unreported,pots or traps,18.238419,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,bottom trawl,70.18407,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,shrimp trawl,0.006601648,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,beam trawl,3.7625384,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,otter trawl,0.25189453,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,other,6.2516966,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Belgium,Industrial,Landings,Reported,pots or traps,0.28446957,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,China,Industrial,Discards,Unreported,longline,17.491337,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Discards,Unreported,gillnet,0.09163544,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,bottom trawl,301746.4,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,pelagic trawl,0.030133732,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,purse seine,63234.66,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,gillnet,10.179726,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,pots or traps,116.4312,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,mixed gear,117.37919,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,unknown class,0.427972,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,unknown class,0.427972,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Industrial,Landings,Reported,unknown class,855.0881,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Artisanal,Landings,Reported,artisanal fishing gear,0.000667064,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Artisanal,Landings,Reported,artisanal fishing gear,1.3327943,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Artisanal,Landings,Reported,artisanal fishing gear,0.000667064,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Artisanal,Landings,Reported,small scale seine nets,0.00490369,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Denmark,Artisanal,Landings,Reported,small scale gillnets,0.03956437,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,bottom trawl,191.30203,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,pelagic trawl,196.86757,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,longline,3.961177,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,purse seine,104.90342,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,gillnet,0.000605222,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,mixed gear,2.6795053,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Discards,Unreported,unknown class,0.14401028,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,bottom trawl,18.179441,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,bottom trawl,36322.527,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,bottom trawl,18.179441,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,pelagic trawl,99007.31,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,longline,1.1016755,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,longline,1.1016755,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,longline,2201.1477,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,purse seine,52658.44,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,gillnet,235.61606,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,gillnet,0.11792595,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,gillnet,0.11792595,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,mixed gear,1345.8983,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Reported,unknown class,498.84436,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,bottom trawl,90.9733,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,bottom trawl,0.045532178,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,bottom trawl,0.045532178,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,longline,0.040080138,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,longline,0.040080138,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,longline,80.08012,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,gillnet,6.55E-05,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,gillnet,6.55E-05,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Industrial,Landings,Unreported,gillnet,0.13089433,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Subsistence,Landings,Unreported,subsistence fishing gear,64.54073,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Discards,Unreported,small scale seine nets,1.8474064,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Discards,Unreported,small scale encircling nets,7.1609774,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Discards,Unreported,small scale gillnets,6.345975,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Discards,Unreported,small scale pots or traps,0.112975,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Discards,Unreported,small scale lines,1.6442288,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,artisanal fishing gear,0.1,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale seine nets,335.89206,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale encircling nets,1345.6233,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale gillnets,1155.5836,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale pots or traps,49.344604,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale lines,0.15261875,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale lines,304.93225,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Artisanal,Landings,Reported,small scale lines,0.15261875,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Faeroe Isl. (Denmark),Recreational,Landings,Unreported,recreational fishing gear,16.135183,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,bottom trawl,958.4339,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,longline,674.279,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,purse seine,668.3358,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,gillnet,342.7421,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,dredge,174.41672,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,mixed gear,2.3718836,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Discards,Unreported,unknown by source,3.051212,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,bottom trawl,0.372505,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,bottom trawl,0.372505,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,bottom trawl,744.265,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,longline,1272.7118,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,longline,0.6369929,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,longline,0.6369929,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,purse seine,0.7857174,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,purse seine,1569.8634,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,purse seine,0.7857174,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other,0.06125892,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other,0.06125892,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other,122.395325,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other nets,1.8098732,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other nets,1.8098732,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,other nets,3616.1267,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,dragged gear,0.16438003,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,dragged gear,328.4313,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,dragged gear,0.16438003,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,mixed gear,80.55541,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,unknown class,3593.8325,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,unknown class,1.7987149,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Reported,unknown class,1.7987149,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,longline,0.5164535,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,longline,0.000258485,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,longline,0.000258485,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,gillnet,0.001911518,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,gillnet,0.001911518,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,gillnet,3.8192134,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,dredge,0.001178944,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,dredge,2.3555293,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,dredge,0.001178944,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,mixed gear,0.57683897,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,other industrial,0.005457729,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,other industrial,0.005457729,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Industrial,Landings,Unreported,other industrial,10.904542,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Subsistence,Landings,Unreported,subsistence fishing gear,458.673,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Discards,Unreported,dragged gear,767.6561,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Discards,Unreported,mixed gear,9.428098,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Discards,Unreported,small scale other nets,321.6988,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Discards,Unreported,small scale longline,578.34644,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,hand or tools,15.030276,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,mixed gear,80.91808,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale other nets,0.17162931,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale other nets,0.17162931,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale other nets,342.91537,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale pots or traps,11.725358,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale longline,0.03368293,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale longline,0.03368293,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,small scale longline,67.29849,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,unknown class,0.77748024,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,unknown class,1553.4055,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Reported,unknown class,0.77748024,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,other,0.46353585,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,other,0.46353585,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,other,926.14465,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,hand or tools,9.848585,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,dragged gear,0.11509795,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,dragged gear,229.9657,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,dragged gear,0.11509795,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,mixed gear,41.86234,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale other nets,223.24637,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale other nets,0.11173492,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale other nets,0.11173492,Net
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale longline,0.031374313,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale longline,62.68588,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Artisanal,Landings,Unreported,small scale longline,0.031374313,Line
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,France,Recreational,Landings,Unreported,recreational fishing gear,458.673,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Discards,Unreported,bottom trawl,97.53332,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Discards,Unreported,pelagic trawl,38.31226,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Discards,Unreported,unknown class,0.001470533,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Reported,bottom trawl,6549.678,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Reported,pelagic trawl,5667.2,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Reported,unknown class,194.21768,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Reported,unknown class,0.09720604,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Reported,unknown class,0.09720604,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,bottom trawl,1.785219,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,bottom trawl,0.000893503,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,bottom trawl,0.000893503,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,pelagic trawl,25.92927,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,pelagic trawl,0.012977612,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Germany,Industrial,Landings,Unreported,pelagic trawl,0.012977612,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,bottom trawl,1.7394491,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,shrimp trawl,36.088444,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,pelagic trawl,35.156403,Trawl
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,purse seine,15.511055,Purse Seine
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,mixed gear,1.7129695,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Discards,Unreported,unknown class,0.042446434,Other
2017,Marine fishes not identified,Marine fishes nei,Medium demersals (30 - 89 cm),Other fishes & inverts,Greenland,Industrial,Landings,Reported,bottom trawl,21.008589,Trawl
